host_neighbourhood,host_identity_verified,neighbourhood,city,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
Alum Rock,t,San Jose,San Jose,95122,Entire guesthouse,Entire home/apt,2,1,1,1,17,46,72,84,32,4.81,4.94,4.84,4.94,4.97,4.72,4.84
Alum Rock,t,San Jose,San Jose,95131,Private room in home,Private room,1,1,1,1,26,29,29,290,14,4.93,4.93,5,5,5,4.93,5
Alum Rock,t,San Jose,San Jose,95131,Private room in home,Private room,1,1,1,1,19,49,79,354,19,4.89,5,5,5,5,5,5
Alum Rock,t,San Jose,San Jose,95131,Private room in home,Private room,2,1,1,1,0,23,53,328,20,5,5,5,5,4.9,4.95,4.9
Alum Rock,t,San Jose,San Jose,95131,Private room in home,Private room,2,1,1,1,1,1,18,293,60,5,5,5,5,5,5,5
Santa Clara,t,Santa Clara,Santa Clara,95051,Entire rental unit,Entire home/apt,4,1,2,2,0,0,0,273,6,4.67,4.67,5,4.33,4.83,4,4.33
Central San Jose,t,San Jose,San Jose,95116,Entire bungalow,Entire home/apt,9,1,4,7,21,45,64,152,58,4.88,4.9,4.84,5,4.98,4.86,4.81
Cambridge,t,Santa Clara,New York,95134,Entire rental unit,Entire home/apt,2,1,1,1,0,0,0,187,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Sunnyvale,t,San Francisco,San Francisco,95134,Entire serviced apartment,Entire home/apt,4,1,2,2,0,0,21,296,1,5,5,5,5,5,5,5
San Jose,t,San Jose,San Jose,95052,Entire rental unit,Entire home/apt,5,1,2,3,0,0,1,151,10,4.7,4.8,5,5,5,4.7,4.6
San Jose,t,San Jose,San Jose,95054,Entire townhouse,Entire home/apt,1,1,2,2,16,46,75,75,5,4.4,4.6,4.4,4.6,4.8,4.8,4.8
Sunnyvale,t,San Francisco,San Francisco,95126,Entire serviced apartment,Entire home/apt,2,1,1,1,11,11,11,264,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Sunnyvale,t,San Francisco,San Francisco,95110,Entire serviced apartment,Entire home/apt,2,1,1,1,0,0,0,0,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Sunnyvale,t,San Francisco,San Francisco,95126,Entire serviced apartment,Entire home/apt,2,1,1,1,0,0,6,281,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Sunnyvale,t,San Francisco,San Francisco,95110,Entire serviced apartment,Entire home/apt,2,1,1,1,0,0,0,230,1,5,5,5,5,5,5,5
Heritage District,t,Sunnyvale,Sunnyvale,94086,Room in boutique hotel,Private room,2,1,1,1,30,60,90,180,2,5,5,5,5,5,5,5
Mira Mesa,t,Mountain View,Denver,94041,Entire home,Entire home/apt,9,1,7,9,17,39,63,331,15,4.33,4.27,4.2,4.67,3.8,4.6,4.2
Burbank/Del Monte,t,San Jose,San Jose,95128,Private room in home,Private room,2,1,1,1,22,52,82,357,27,4.74,4.89,4.63,4.93,4.89,4.78,4.74
Barron Park,t,Palo Alto,Palo Alto,94306,Private room in home,Private room,2,1,1,1,0,0,28,28,7,5,5,5,5,5,5,5
Santa Clara,t,Milpitas,San Jose,95035,Entire home,Entire home/apt,8,1,3,3,18,44,69,140,33,4.82,4.79,4.85,4.94,4.94,4.79,4.55
San Jose,t,San Jose,San Jose,95125,Entire condo,Entire home/apt,3,1,1,3,10,10,10,281,17,4.88,4.82,4.94,4.94,5,4.94,4.82
Berryessa,f,San Jose,San Jose,95132,Private room in townhouse,Private room,1,1,1,1,0,0,0,0,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Gardner,t,San Jose,Gardner,95125,Private room in home,Private room,2,1,1,1,0,0,0,243,3,5,5,4.67,5,5,4.67,4.67
Communications Hill,t,Berkeley,Berkeley,95136,Private room in home,Private room,2,1,1,1,28,58,88,362,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Valley View - Reed,t,Mountain View,Mountain View,95118,Entire home,Entire home/apt,6,1,3,3,27,57,87,176,16,4.69,4.88,4.69,4.88,4.88,4.88,4.63
Los Gatos,t,Los Gatos,Los Gatos,95033,Entire guesthouse,Entire home/apt,2,1,1,3,12,27,27,263,12,4.83,4.92,4.83,5,4.92,4.83,4.75
Alum Rock,t,San Jose,San Jose,95131,Private room in home,Private room,1,1,1,1,21,51,81,356,15,4.93,4.6,4.93,4.93,4.87,4.73,4.93
Downtown San Jose,f,Downtown San Jose,Downtown San Jose,95113,Entire home,Entire home/apt,3,1,2,3,0,0,0,0,20,4.3,4.5,4.4,4.8,4.5,4.65,4.4
Alum Rock,t,Campbell,Campbell,95127,Private room in home,Private room,2,1,1,1,19,49,79,354,7,4.57,4.86,4.29,4.86,4.86,4.57,5
Kailua/Kona,t,Santa Clara,Santa Clara,95051,Private room in home,Private room,2,1,1,1,19,49,79,258,5,5,4.6,4.8,4.8,4.6,4.8,4.8
Orange,t,San Jose,San Francisco,95113,Entire rental unit,Entire home/apt,4,1,1,2,25,55,85,295,30,4.53,4.73,4.8,4.53,4.6,4.6,4.27
Uptown,t,United States,United States,94043,Entire rental unit,Entire home/apt,2,1,1,1,22,52,82,357,6,4.67,4.67,4.5,4.5,4.83,4.5,4.17
Santa Clara,t,San Jose,San Jose,95050,Private room in home,Private room,2,1,1,1,14,44,74,163,6,4.5,4.67,4,4.83,4.67,4.5,4
North Whisman,t,Mountain View,Mountain View,94041,Entire rental unit,Entire home/apt,2,1,1,1,15,45,75,350,9,4.78,4.78,5,5,4.89,4.89,4.78
North Whisman,t,Mountain View,Mountain View,94043,Entire rental unit,Entire home/apt,2,1,1,1,15,45,75,230,13,4.54,4.54,4.54,4.69,4.54,4.69,4.46
Edenvale,t,San Jose,Edenvale,95123,Private room in home,Private room,2,1,1,1,0,0,0,0,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Campbell,f,Campbell,Campbell,95008,Entire guesthouse,Entire home/apt,6,1,1,1,0,24,54,143,4,4.75,5,5,5,5,4.75,4.75
South San Jose,f,San Jose,San Jose,95111,Private room in home,Private room,1,1,4,4,30,60,90,364,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Five Wounds,f,San Jose,San Jose,95116,Entire home,Entire home/apt,4,1,2,2,0,0,0,0,17,4.82,4.76,4.88,5,5,4.59,4.53
Milpitas,t,Milpitas,Milpitas,95035,Entire home,Entire home/apt,7,1,3,4,30,51,53,328,6,5,5,5,5,5,5,5
Cambridge,t,Sunnyvale,New York,94807,Entire rental unit,Entire home/apt,2,1,1,1,0,0,0,0,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Berryessa,t,San Jose,San Jose,95132,Private room in home,Private room,1,1,1,1,0,0,0,166,3,5,5,5,5,5,5,5
North Los Altos,t,Los Altos,California,94022,Private room in home,Private room,1,1,1,1,0,0,0,0,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Sunnyvale,t,Sunnyvale,Sunnyvale,94085,Private room in home,Private room,1,1,1,1,0,13,29,209,5,5,5,4.8,5,4.8,4.8,4.8
Lamanda Park,t,San Jose,Los Angeles,95129,Entire home,Entire home/apt,8,1,4,4,20,50,80,170,27,4.78,4.78,4.85,4.93,4.81,4.89,4.7
Cupertino,t,Cupertino,Cupertino,95014,Entire serviced apartment,Entire home/apt,1,1,1,2,9,9,32,307,4,5,5,4.75,5,5,4.75,4.75
Shasta-Hanchett Park,t,San Jose,San Jose,95126,Entire rental unit,Entire home/apt,1,1,1,1,6,36,66,71,14,4.93,4.93,4.93,5,5,5,5
Santa Clara,f,Santa Clara,Santa Clara,95050,Entire rental unit,Entire home/apt,2,1,1,1,0,0,20,294,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
North San Jose,t,North San Jose,North San Jose,95134,Shared room in home,Shared room,2,1,1,1,24,54,84,358,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
North San Jose,t,Cupertino,California,95014,Entire rental unit,Entire home/apt,2,1,1,1,30,60,89,89,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Santa Clara,f,Santa Clara,Santa Clara,95150,Private room in condo,Private room,1,1,3,1,30,60,90,364,1,5,4,5,5,4,5,4
Santa Clara,t,Santa Clara,Santa Clara,95051,Entire condo,Entire home/apt,4,1,2,2,26,56,86,361,11,5,5,4.91,5,4.91,4.73,4.91
Los Gatos,f,Los Gatos,Los Gatos,95030,Entire home,Entire home/apt,4,1,2,2,18,48,70,339,19,5,4.95,4.95,5,4.95,5,4.95
Uptown,t,United States,United States,94043,Entire rental unit,Entire home/apt,2,1,1,1,4,4,4,279,5,4.8,5,4.6,5,5,4.8,4.8
Charleston Meadow,f,Palo Alto,Sunnyvale,94306,Entire condo,Entire home/apt,4,1,2,2,0,0,7,281,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
,t,,,95051,Private room in townhouse,Private room,2,1,1,1,13,36,65,65,44,4.86,4.91,4.84,4.98,4.91,4.95,4.84
Gardner,t,San Jose,Gardner,95125,Private room in home,Private room,1,1,1,1,0,0,0,266,5,5,4.8,5,4.8,4.8,4.6,4.8
Santa Clara,f,Santa Clara,Santa Clara,95051,Private room in home,Private room,1,1,1,1,14,44,74,74,13,4.69,4.92,4.92,5,4.69,4.92,4.77
Sunnyvale,t,Sunnyvale,Sunnyvale,94085,Private room in home,Private room,1,1,1,1,0,0,0,261,3,5,5,5,5,5,5,5
Santa Clara,t,Gilroy,Santa Clara,95004,Ranch,Entire home/apt,8,1,4,6,25,55,85,359,1,5,5,5,5,5,5,5
Evergreen,f,San Jose,Evergreen,95121,Private room in guest suite,Private room,1,1,1,1,30,60,89,89,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
College Terrace,t,Austin,Austin,94036,Entire home,Entire home/apt,10,1,3,6,13,40,68,68,34,4.68,4.68,4.56,4.94,4.91,4.97,4.53
Heritage District,t,San Jose,Los Angeles,95126,Entire home,Entire home/apt,5,1,4,4,0,11,25,105,28,4.89,4.93,4.93,5,5,4.93,4.96
Uptown,t,United States,United States,94043,Entire rental unit,Entire home/apt,2,1,1,1,0,20,50,325,7,3.57,4.14,4.14,4,4,4.71,3.29
North Whisman,t,Mountain View,Mountain View,94041,Entire rental unit,Entire home/apt,2,1,1,1,18,48,78,353,31,4.84,4.74,4.97,5,4.94,4.68,4.58
North Whisman,t,Mountain View,Mountain View,94043,Entire rental unit,Entire home/apt,2,1,1,2,19,49,79,354,23,4.78,4.83,4.96,5,4.96,4.91,4.57
West Valley,t,San Jose,Dallas,95117,Shared room in rental unit,Shared room,1,1,1,1,0,0,0,0,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Sunnyvale,t,San Francisco,San Francisco,95150,Entire serviced apartment,Entire home/apt,2,1,1,1,0,0,0,273,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Central San Jose,t,San Jose,San Jose,95128,Entire guest suite,Entire home/apt,2,1,1,1,29,59,89,364,11,4.73,4.64,4.91,4.82,4.91,4.82,4.73
Sunnyvale,t,San Francisco,San Francisco,95008,Entire home,Entire home/apt,6,1,3,3,0,22,52,327,1,4,5,3,5,5,5,5
Sunnyvale,t,Sunnyvale,Sunnyvale,94085,Shared room in home,Shared room,4,1,1,4,27,57,87,362,23,4.52,4.61,4.13,4.65,4.61,4.7,4.61
Sunnyvale,t,Sunnyvale,Sunnyvale,94085,Shared room in home,Shared room,4,1,1,4,30,60,90,365,3,4.33,5,3.33,5,5,4.67,5
Sunnyvale,t,San Francisco,San Francisco,95032,Entire home,Entire home/apt,2,1,1,1,19,19,19,272,2,4.5,5,4.5,5,5,5,4
Sunnyvale,t,Sunnyvale,Sunnyvale,94085,Shared room in home,Shared room,4,1,1,4,30,60,90,365,11,4,3.82,3.91,4.36,4,4.45,4.82
Sunnyvale,t,Sunnyvale,Sunnyvale,94085,Shared room in home,Shared room,4,1,1,4,30,60,90,365,8,4.5,4.88,4,5,4.88,5,4.63
Sunnyvale,t,Sunnyvale,Sunnyvale,94085,Shared room in home,Shared room,4,1,1,4,30,60,90,365,20,4.55,4.5,4,4.95,4.85,4.75,4.7
Cambridge,t,Sunnyvale,New York,94085,Entire rental unit,Entire home/apt,2,1,1,1,15,15,16,16,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Santa Clara,t,San Jose,San Jose,94089,Private room in home,Private room,2,1,1,1,24,54,84,174,7,4.29,4.29,3.86,4.57,4,4.86,4.29
Gardner,t,San Jose,Gardner,95125,Private room in home,Private room,1,1,1,1,0,0,0,266,2,5,5,5,5,5,4,4.5
Cambridge,t,Sunnyvale,New York,94085,Entire rental unit,Entire home/apt,4,1,2,2,20,50,80,355,1,5,5,5,5,5,5,5
Cambridge,t,Campbell,New York,95008,Entire rental unit,Entire home/apt,2,1,1,1,0,0,0,239,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Downtown North,t,Palo Alto,Palo Alto,94301,Shared room in home,Shared room,1,1,1,1,1,31,61,336,1,5,5,5,5,5,5,5
Santa Clara,t,Santa Clara,Santa Clara,95051,Entire rental unit,Entire home/apt,4,1,2,2,25,55,85,360,10,4.8,4.9,4.9,5,5,4.6,4.7
Santa Cruz,t,San Jose,Santa Clara,95126,Private room in home,Private room,1,1,1,1,29,59,88,363,2,5,5,5,5,5,4.5,5
Morse Park,t,Sunnyvale,Sunnyvale,94089,Private room in home,Private room,2,1,1,1,0,0,0,0,1,5,5,5,5,5,5,5
Palo Alto,f,Palo Alto,Palo Alto,94301,Entire rental unit,Entire home/apt,4,1,2,2,0,0,29,304,2,3.5,4.5,3,4,4.5,5,4
Cambridge,t,Sunnyvale,New York,94085,Entire rental unit,Entire home/apt,4,1,2,2,0,0,0,0,1,5,5,5,4,5,5,5
Cambridge,t,Campbell,New York,95008,Entire rental unit,Entire home/apt,4,1,2,2,0,0,1,1,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cambridge,t,San Jose,New York,95128,Entire rental unit,Entire home/apt,2,1,1,1,0,2,2,234,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cambridge,t,Santa Clara,New York,95054,Entire rental unit,Entire home/apt,4,1,2,2,0,9,39,314,1,4,5,5,3,5,5,3
Rose Garden,t,Rose Garden,Rose Garden,94085,Entire guest suite,Entire home/apt,4,1,2,3,8,23,38,118,36,4.86,4.94,4.89,4.94,4.89,4.86,4.75
Sunnyvale,t,San Francisco,San Francisco,95035,Entire serviced apartment,Entire home/apt,4,1,2,2,4,34,64,339,1,5,5,5,5,5,5,5
Cambridge,t,San Jose,New York,95113,Entire rental unit,Entire home/apt,4,1,2,2,3,3,3,3,1,4,4,4,4,4,5,4
Cambridge,t,Milpitas,New York,95035,Entire rental unit,Entire home/apt,2,1,1,1,28,58,88,363,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cambrian,t,Los Gatos,Los Gatos,95032,Entire townhouse,Entire home/apt,6,1,3,3,0,12,42,316,1,5,5,5,5,5,5,5
San Francisco,t,Milpitas,San Francisco,95035,Entire rental unit,Entire home/apt,3,1,1,1,0,6,36,311,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Evergreen,f,San Jose,San Jose,95148,Camper/RV,Entire home/apt,2,1,1,1,30,60,90,365,14,4.93,4.93,5,5,4.86,4.93,4.93
West Valley,f,San Jose,San Jose,95008,Entire home,Entire home/apt,10,1,4,4,30,60,90,364,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
North Whisman,t,Mountain View,Mountain View,94043,Entire rental unit,Entire home/apt,4,1,2,2,8,34,64,331,32,4.53,4.59,4.78,4.94,4.59,4.91,4.5
Fairmeadow,t,Monte Sereno,Monte Sereno,94306,Private room in home,Private room,1,1,1,1,0,0,0,0,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
West Valley,t,San Jose,San Jose,95117,Entire home,Entire home/apt,6,1,3,4,15,38,54,121,47,4.96,4.98,4.98,5,4.94,4.98,4.91
Midtown,t,Palo Alto,Palo Alto,94306,Entire home,Entire home/apt,4,1,2,2,13,41,67,342,20,4.35,4.6,4.8,4.85,4.7,4.8,4.25
Wildhorse,t,Los Altos Hills,Los Altos Hills,94022,Private room in casa particular,Private room,1,1,1,1,0,30,60,334,5,4.8,4.8,4.2,4.8,5,4.8,4.6
Heritage District,t,Heritage District,Heritage District,95086,Entire rental unit,Entire home/apt,2,1,1,1,29,59,89,89,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Central San Jose,t,San Jose,San Jose,95128,Private room in guest suite,Private room,2,1,1,1,30,60,90,180,6,4.5,4.67,3.83,4.67,4.67,5,4.83
Sunnyvale,t,San Francisco,San Francisco,95035,Entire home,Entire home/apt,8,1,4,4,25,55,85,360,2,4,5,5,5,4.5,4.5,4
San Martin,t,San Martin,San Martin,95046,Private room in rental unit,Private room,2,1,1,1,5,5,5,265,11,4.64,4.55,5,4.82,4.36,4.45,4.55
Alum Rock,t,San Jose,San Jose,95127,Private room in home,Private room,2,1,1,1,0,18,48,137,5,5,5,5,5,5,4.8,4.8
Alum Rock,t,San Jose,San Jose,95127,Private room in home,Private room,2,1,1,1,0,0,0,88,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Santa Clara,t,Santa Clara,Santa Clara,95051,Private room in home,Private room,3,1,1,2,0,0,0,206,4,5,5,5,5,5,5,5
Mira Mesa,t,San Jose,Denver,95110,Entire home,Entire home/apt,10,1,3,6,17,39,67,335,22,4.77,4.68,4.68,4.95,4.32,4.95,4.73
Del Marietta - Southwest,t,San Jose,San Jose,95126,Private room in rental unit,Private room,1,1,1,1,0,0,0,0,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Sunnyvale,t,Sunnyvale,Sunnyvale,94040,Entire rental unit,Entire home/apt,4,1,1,1,16,26,26,197,27,4.56,4.59,4.52,4.63,4.74,4.67,4.26
Cambrian,t,San Jose,San Jose,95124,Private room in bed and breakfast,Private room,1,1,1,1,30,60,90,364,4,4,4.25,3.75,4.75,5,3.75,4
Willow Glen,t,Palo Alto,Palo Alto,94306,Entire guest suite,Entire home/apt,3,1,1,1,17,35,65,339,5,5,5,5,4.8,5,5,4.8
Milpitas,t,Milpitas,Milpitas,95035,Private room in home,Private room,2,1,1,1,0,0,0,201,2,5,5,5,5,5,5,5
Menlo Park,t,Redwood City,Redwood City,94303,Entire rental unit,Entire home/apt,2,1,1,1,9,9,14,14,6,4.67,5,5,5,4.5,4.83,4.67
West Valley,f,San Jose,San Jose,95128,Private room in rental unit,Private room,2,1,1,1,0,0,0,0,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
West Valley,t,San Jose,San Jose,95117,Entire rental unit,Entire home/apt,4,1,2,2,14,42,64,339,34,4.88,4.88,4.79,4.88,4.85,4.91,4.82
Santa Clara,t,San Jose,San Jose,94089,Private room in home,Private room,1,1,1,1,19,49,79,169,7,4.43,4.14,4.29,4.14,4.14,4.29,4.14
Campbell,t,Palo Alto,Palo Alto,95008,Entire rental unit,Entire home/apt,4,1,2,2,10,34,37,122,51,4.73,4.73,4.78,4.73,4.76,4.63,4.76
Gardner,t,San Jose,San Jose,95125,Private room in home,Private room,1,1,1,1,10,20,32,212,5,5,5,4.8,5,5,5,5
North Los Altos,f,Los Altos,Los Altos,94022,Entire home,Entire home/apt,6,1,3,4,0,0,0,261,3,5,5,5,5,5,5,5
Sunnyvale,t,San Francisco,San Francisco,95120,Entire home,Entire home/apt,8,1,4,4,0,0,0,0,2,5,5,4.5,5,5,5,5
Willow Glen,f,Willow Glen,Willow Glen,95125,Entire guesthouse,Entire home/apt,4,1,1,1,0,0,0,0,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Edenvale,t,San Jose,Milpitas,95123,Entire condo,Entire home/apt,4,1,1,3,0,20,50,139,61,4.84,4.74,4.93,4.95,4.95,4.92,4.74
Sunnyvale,t,San Francisco,San Francisco,95132,Entire home,Entire home/apt,4,1,2,2,0,0,19,294,1,4,5,5,5,5,5,4
Berryessa,t,San Jose,Berryessa,95131,Entire rental unit,Entire home/apt,4,1,2,2,20,40,67,339,3,5,4.33,5,5,5,5,5
Central San Jose,t,San Mateo,San Mateo,95112,Private room in home,Private room,2,1,1,1,0,0,1,276,10,4.4,4.6,4.7,4.8,4.5,4.6,4.1
Old Palo Alto,t,Old Palo Alto,Old Palo Alto,94301,Private room in home,Private room,2,1,1,1,20,46,76,76,5,5,4.8,4.8,5,5,5,4.8
Cambridge,t,Mountain View,New York,94040,Entire rental unit,Entire home/apt,4,1,2,2,0,0,4,249,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cambridge,t,Mountain View,New York,94040,Entire rental unit,Entire home/apt,4,1,2,2,5,35,65,340,1,5,5,5,5,5,4,4
Cambridge,t,Sunnyvale,New York,94085,Entire rental unit,Entire home/apt,2,1,1,1,4,26,56,331,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cambridge,t,Mountain View,New York,94040,Entire rental unit,Entire home/apt,2,1,1,1,0,0,11,286,1,4,5,5,4,5,5,5
Fairmeadow,t,Palo Alto,Palo Alto,94306,Private room in home,Private room,1,1,1,1,1,4,33,33,2,5,5,4.5,5,5,5,5
Gardner,t,San Jose,San Jose,95125,Private room in home,Private room,1,1,1,1,16,46,76,256,15,5,5,5,4.87,5,4.93,4.73
Sunnyvale,t,San Francisco,San Francisco,95035,Entire home,Entire home/apt,8,1,4,4,0,21,51,326,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
College Park,f,San Jose,San Jose,95126,Private room in home,Private room,1,1,1,1,30,60,90,365,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Gardner,t,San Jose,San Jose,95125,Private room in home,Private room,1,1,1,1,0,0,7,187,5,5,5,5,5,5,5,5
Santa Clara,t,Santa Clara,Santa Clara,95050,Entire serviced apartment,Entire home/apt,3,1,1,2,1,2,3,4,15,4.47,4.53,4.4,4.8,4.8,4.2,4.27
Gardner,t,San Jose,San Jose,95125,Private room in home,Private room,1,1,1,1,11,28,46,220,6,5,4.67,5,5,4.83,5,4.83
Edenvale,t,San Jose,Edenvale,95136,Private room in home,Private room,1,1,1,1,18,48,77,77,3,5,5,5,5,5,4.67,5
Centerville,t,Fremont,Fremont,95002,Private room in home,Private room,2,1,1,1,0,0,0,96,7,4.86,5,5,5,4.71,4.86,5
Gardner,t,San Jose,San Jose,95125,Private room in home,Private room,1,1,1,1,0,0,0,171,8,5,5,4.86,5,5,5,4.71
Willow Glen,f,Willow Glen,Willow Glen,95125,Entire condo,Entire home/apt,4,1,2,3,0,0,0,0,14,4.79,4.71,4.79,5,4.79,4.79,4.93
Cambrian Community,t,Cambrian Community,Cambrian Community,95124,Entire rental unit,Entire home/apt,4,1,2,2,25,48,78,254,26,4.62,4.92,4.96,4.88,4.96,4.58,4.58
Orange,t,San Jose,San Francisco,95128,Room in boutique hotel,Private room,2,1,1,1,27,57,87,297,3,3.33,4,4,3.33,3.33,3.67,3.67
Orange,t,San Jose,San Francisco,95128,Room in boutique hotel,Private room,4,1,1,1,24,52,81,291,4,4.25,4.5,4.25,4.75,4.5,5,4.5
Orange,t,San Jose,San Francisco,95128,Room in boutique hotel,Private room,4,1,1,1,27,57,87,297,2,3.5,4,4,3.5,4,3.5,3
Ponderosa Park,t,Ponderosa Park,Ponderosa Park,95051,Room in hotel,Private room,2,1,1,1,26,56,85,85,26,4.65,4.58,4.54,4.73,4.73,4.73,4.5
West Valley,f,San Jose,Sunnyvale,95128,Entire loft,Entire home/apt,4,1,1,2,23,53,63,63,20,5,4.95,5,4.9,5,5,4.95
Cambridge,t,Palo Alto,New York,94306,Entire rental unit,Entire home/apt,4,1,2,2,0,0,14,289,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
West Valley,f,West Valley,West Valley,95130,Entire rental unit,Entire home/apt,3,1,1,2,11,41,71,160,20,4.65,4.65,4.7,4.9,4.8,5,4.65
Alum Rock,t,San Jose,San Jose,95127,Private room in villa,Private room,1,1,1,1,0,17,47,322,5,4.8,4.8,4.8,5,5,4.8,5
Bonita - 24th,f,Bonita - 24th,Bonita - 24th,95116,Entire guest suite,Entire home/apt,2,1,1,1,0,0,0,0,2,4.5,5,5,5,5,4.5,5
South San Jose,t,San Jose,South San Jose,95118,Entire home,Entire home/apt,6,1,3,3,28,58,88,363,11,4.91,4.91,4.91,5,4.91,4.91,4.73
Heritage District,t,Sunnyvale,Los Angeles,94807,Entire home,Entire home/apt,6,1,3,3,0,0,0,0,10,5,4.8,4.7,5,5,5,5
Cambridge,t,Palo Alto,New York,94306,Entire rental unit,Entire home/apt,4,1,2,2,17,47,77,352,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cambridge,t,San Jose,New York,95110,Entire rental unit,Entire home/apt,2,1,1,1,0,4,34,309,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Alameda,t,Santa Clara,Santa Clara,95110,Entire guesthouse,Entire home/apt,6,1,2,4,29,59,89,364,25,4.6,4.72,4.88,4.96,4.88,4.52,4.48
Luz,t,San Jose,Luz,95116,Entire loft,Entire home/apt,2,1,1,1,0,0,0,0,1,5,5,5,5,5,5,5
Berryessa,t,United States,United States,94086,Entire condo,Entire home/apt,7,1,3,3,0,21,51,326,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Sunnyvale,t,Sunnyvale,Sunnyvale,94086,Private room in home,Private room,2,1,1,1,24,54,84,264,4,4.75,5,4.25,5,5,4.75,5
