host_neighbourhood,host_identity_verified,neighbourhood,city,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet,security_deposit,cleaning_fee,guests_included,extra_people,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy
West Valley,f,San Jose,West Valley,95117,Entire home,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,30,1,0,0,0,22,112,5,92,9.2,9.6,9.2,9.6,9.6,8.4,flexible
Mountain View,t,Mountain View,Plano,94041,Entire condo,Entire home/apt,4,1,1,3,Real Bed,718.1781305,100,20,1,0,0,12,42,132,5,80,8.4,8.4,8.4,8.4,8.4,7.6,flexible
Cambridge,t,San Jose,New York,95126,Entire rental unit,Entire home/apt,6,1,3,3,Real Bed,718.1781305,100,50,1,0,0,0,0,231,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,moderate
Central San Jose,t,Campbell,San Jose,95008,Entire home,Entire home/apt,4,1,2,2,Real Bed,718.1781305,250,125,1,0,0,0,0,0,33,92.8,9.46,9.34,9.52,9.7,9.52,9.22,moderate
Santa Clara,t,Santa Clara,Santa Clara,95054,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,500,100,1,20,0,0,0,0,30,96,9.6,9.6,9.8,9.86,9.86,9.66,moderate
Mountain View,t,Mountain View,Mountain View,94043,Entire home,Entire home/apt,5,1,2,4,Real Bed,718.1781305,100,50,1,0,17,26,53,225,76,94.2,9.24,9.24,9.78,9.66,9.58,9.1,flexible
Five Wounds,f,San Jose,San Jose,95133,Entire home,Entire home/apt,12,1,5,6,Real Bed,718.1781305,300,110,4,35,22,52,82,167,79,96.2,9.84,9.72,9.82,9.8,9.84,9.56,strict
Central San Jose,t,San Jose,San Jose,95110,Entire condo,Entire home/apt,2,1,1,2,Real Bed,718.1781305,100,50,1,15,30,60,89,89,3,93.4,10,10,10,10,10,10,moderate
Cambrian Community,f,San Jose,San Jose,95124,Private room in home,Private room,3,1,1,2,Real Bed,718.1781305,100,80,1,0,7,37,67,342,5,80,8.4,8,8.8,7.6,8.8,7.6,flexible
Cambrian,t,San Jose,San Francisco,95124,Entire townhouse,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,150,1,0,10,40,70,159,22,99,9.9,10,10,9.9,10,9.36,moderate
Cambrian,t,San Jose,San Francisco,95124,Entire guesthouse,Entire home/apt,2,1,1,1,Real Bed,718.1781305,150,30,1,0,0,2,25,114,72,99.4,10,9.94,9.94,10,9.92,9.76,strict
Burbank/Del Monte,f,San Jose,Burbank/Del Monte,95128,Entire rental unit,Entire home/apt,4,1,1,2,Real Bed,718.1781305,500,15,1,10,9,25,55,55,88,96.4,9.66,9.44,9.82,9.68,9.48,9.64,flexible
Five Wounds,f,San Jose,San Jose,95133,Entire home,Entire home/apt,12,1,5,6,Real Bed,718.1781305,100,60,3,50,25,53,83,172,72,95.8,9.44,9.42,9.84,9.86,9.84,9.56,strict
Rose Garden,f,San Jose,San Jose,95126,Entire cottage,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,2,0,0,0,0,0,30,100,10,10,10,10,10,9.94,moderate
Gilroy,t,Gilroy,Gilroy,95020,Private room in rental unit,Private room,2,1,1,2,Real Bed,718.1781305,120,50,1,0,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Central San Jose,t,Central San Jose,Central San Jose,95112,Entire home,Entire home/apt,5,1,2,2,Real Bed,718.1781305,150,15,1,10,16,16,16,277,35,94.2,9.66,9.82,9.78,9.82,9.66,9.6,flexible
West Valley,f,San Jose,West Valley,95117,Entire home,Entire home/apt,1,1,1,1,Real Bed,718.1781305,100,35,2,19,5,5,33,123,13,92.4,9.24,9.54,9.54,8.92,9.7,8.76,strict
Santa Clara,t,Santa Clara,Santa Clara,95054,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,25,55,85,174,12,91.6,9.16,9.34,9.16,9.34,9.34,9.34,flexible
San Jose,f,San Jose,San Jose,95129,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,30,2,40,0,0,0,261,1,100,10,10,10,10,10,10,flexible
Burbank/Del Monte,t,San Jose,San Jose,95126,Private room in bungalow,Private room,1,1,1,1,Real Bed,718.1781305,150,40,1,10,17,47,77,339,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Santa Clara,t,Santa Clara,Santa Clara,95051,Private room in home,Private room,1,1,1,2,Real Bed,718.1781305,100,50,1,0,30,60,90,365,3,100,10,10,10,10,10,10,flexible
Santa Clara,t,Santa Clara,Santa Clara,95150,Entire home,Entire home/apt,10,1,4,6,Real Bed,718.1781305,300,75,2,55,12,33,53,136,125,97.2,9.84,9.56,9.92,9.92,9.88,9.68,flexible
San Francisco,t,San Francisco,San Francisco,95035,Entire home,Entire home/apt,10,1,4,6,Real Bed,718.1781305,100,15,1,0,30,60,90,365,5,100,10,10,10,10,8.8,8,moderate
Alum Rock,t,San Jose,Alum Rock,95133,Private room in home,Private room,4,1,1,2,Real Bed,718.1781305,250,50,1,0,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Sunnyvale,t,San Francisco,San Francisco,94085,Entire serviced apartment,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,0,4,100,10,10,10,10,10,9,strict
Sunnyvale,t,San Francisco,San Francisco,94085,Entire serviced apartment,Entire home/apt,4,1,1,2,Real Bed,718.1781305,100,50,1,0,0,0,0,0,4,100,10,10,10,10,10,10,flexible
Sunnyvale,t,San Francisco,San Francisco,94085,Entire serviced apartment,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,50,1,0,0,0,0,226,2,100,10,10,10,9,9,10,strict
Sunnyvale,t,San Francisco,San Francisco,94085,Entire serviced apartment,Entire home/apt,4,1,2,2,Futon,718.1781305,100,20,1,0,0,0,24,299,3,80,10,8,7.34,8.66,7.34,7.34,flexible
Saratoga,f,Saratoga,Saratoga,95070,Entire cottage,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,15,1,20,2,2,2,71,31,96.8,9.68,9.88,9.8,9.94,9.8,9.62,strict
Alum Rock,t,San Jose,San Jose,95127,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,300,20,2,25,0,0,0,0,7,91.4,8.58,8.86,9.42,8.58,8.28,9.42,strict
Alum Rock,t,San Jose,San Jose,95133,Private room in home,Private room,3,1,1,2,Real Bed,718.1781305,150,50,1,0,0,0,0,0,19,90.6,9.06,8.84,9.58,9.58,9.26,8.84,moderate
Sunnyvale,t,San Francisco,San Francisco,95035,Entire townhouse,Entire home/apt,6,1,3,3,Real Bed,718.1781305,300,250,1,0,0,0,17,292,4,95,10,10,10,9.5,9.5,9,flexible
San Jose,f,San Jose,San Jose,95120,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,30,1,20,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
United States,t,Santa Clara,United States,95051,Entire townhouse,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,5,1,0,0,0,0,201,8,100,10,9.76,10,10,9.76,9.76,moderate
Santa Clara,f,Santa Clara,Santa Clara,95050,Entire rental unit,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,15,2,25,0,5,35,310,10,90,9.8,9.4,9,9.2,9.4,9,flexible
Cory,t,San Jose,San Jose,95112,Entire rental unit,Entire home/apt,3,1,1,2,Real Bed,718.1781305,100,20,1,0,8,8,11,101,34,91.8,9.12,9.24,9.58,9.18,8.76,8.88,moderate
Cambrian/Pioneer,t,San Jose,San Jose,95118,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,5,1,5,0,0,0,0,10,100,10,10,10,10,10,9.8,moderate
Palo Alto,t,Palo Alto,Scottsdale,94306,Shared room in rental unit,Shared room,1,1,1,3,Real Bed,718.1781305,100,20,1,15,0,0,0,0,5,92,9.2,8.8,10,9.6,10,10,strict
Alum Rock,t,San Jose,San Jose,95121,Entire bungalow,Entire home/apt,6,1,2,2,Real Bed,718.1781305,300,100,4,30,0,18,48,323,9,95.6,9.56,9.78,9.56,9.34,9.34,9.56,strict
Alum Rock,t,San Jose,San Jose,95133,Private room in home,Private room,3,1,1,2,Real Bed,718.1781305,350,110,4,45,0,0,0,0,25,92,9.6,8.96,9.44,9.28,9.76,9.12,strict
Santa Clara,t,Santa Clara,Santa Clara,95150,Entire home,Entire home/apt,5,1,2,4,Real Bed,718.1781305,300,75,2,25,13,31,57,147,106,98.6,9.94,9.58,9.96,9.96,9.88,9.8,moderate
Mountain View,f,Sunnyvale,Sunnyvale,94043,Private room in rental unit,Private room,2,1,1,1,Real Bed,718.1781305,100,75,5,30,0,0,0,0,1,0,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Sunnyvale,t,Sunnyvale,Sunnyvale,94085,Private room in villa,Private room,1,1,1,1,Real Bed,718.1781305,250,65,3,15,9,9,9,236,30,100,9.94,9.94,9.94,10,9.94,9.94,moderate
Sunnyvale,t,Sunnyvale,Sunnyvale,94085,Private room in villa,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,15,45,74,349,66,97,9.72,9.78,9.58,9.64,9.78,9.6,moderate
Sunnyvale,t,Sunnyvale,Sunnyvale,94086,Private room in condo,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,9,9,10,100,51,99.6,9.88,9.92,9.88,9.96,9.92,9.88,flexible
Santa Clara,f,Santa Clara,Santa Clara,95051,Entire guesthouse,Entire home/apt,2,1,1,2,Real Bed,718.1781305,100,60,1,0,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Mountain View,t,San Francisco,San Francisco,94043,Private room in townhouse,Private room,1,1,1,2,Real Bed,718.1781305,250,120,2,15,7,36,66,156,8,100,10,10,10,10,10,10,strict
Mountain View,t,Mountain View,San Francisco,94043,Private room in townhouse,Private room,1,1,1,2,Real Bed,1200,200,80,4,20,7,36,66,156,1,100,10,10,10,10,10,10,strict
Alum Rock,t,San Jose,San Jose,95127,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,0,4,70,6.5,7,8,8.5,8,6.5,flexible
Sunnyvale,t,San Francisco,San Francisco,94089,Entire serviced apartment,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,25,1,0,0,5,35,310,3,100,10,10,10,10,8.66,8.66,flexible
Sunnyvale,t,San Francisco,San Francisco,94089,Entire serviced apartment,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,100,1,10,13,43,73,348,2,100,10,10,10,10,10,10,moderate
Alum Rock,t,San Jose,San Jose,95121,Entire bungalow,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,12,12,29,304,22,93.6,9.72,9.54,9.9,9.82,9.46,9.54,moderate
San Jose,f,San Jose,San Jose,95032,Private room in rental unit,Private room,2,1,1,1,Real Bed,718.1781305,100,20,1,0,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Shasta/Hanchett Park,f,San Jose,San Jose,95126,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,10,0,0,0,0,1,100,10,10,10,10,10,10,strict
West Valley,t,San Jose,West Valley,95128,Entire loft,Entire home/apt,6,1,3,6,Real Bed,718.1781305,100,50,2,0,17,44,62,145,36,95,9.56,9.38,9.34,9.56,9.72,9.12,strict
Cory,t,San Jose,San Jose,95112,Entire rental unit,Entire home/apt,6,1,2,3,Real Bed,718.1781305,100,50,1,0,11,41,70,70,26,97.6,9.76,9.62,9.92,9.46,9.84,9.7,flexible
Alum Rock,t,San Jose,San Jose,95133,Private room in home,Private room,4,1,1,2,Real Bed,718.1781305,100,20,1,30,0,0,0,0,35,97.2,9.78,9.08,9.78,9.88,9.78,9.54,flexible
Palo Alto,t,Palo Alto,Palo Alto,94301,Entire rental unit,Entire home/apt,2,1,1,2,Real Bed,718.1781305,100,100,1,20,0,22,46,120,83,99.8,9.98,9.9,9.98,10,9.92,9.84,moderate
Campbell,t,San Jose,Monte Vista,95008,Entire home,Entire home/apt,6,1,3,3,Real Bed,718.1781305,100,50,1,0,0,0,0,0,8,80,8.26,8,8.5,9.76,9.5,8.26,strict
Evergreen,t,San Jose,San Jose,95135,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,29,59,88,88,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Sunnyvale,t,Sunnyvale,Cupertino,94085,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,20,1,0,16,46,76,79,46,94,9.66,9.34,9.78,9.74,9.78,9.26,moderate
Mountain View,t,Mountain View,Mountain View,94041,Shared room in home,Shared room,2,1,1,1,Real Bed,718.1781305,100,30,1,0,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Five Wounds/Brookwood Terrace,t,San Jose,San Jose,95116,Entire home,Entire home/apt,5,1,2,2,Real Bed,718.1781305,100,19,2,20,2,2,5,94,40,98,9.7,9.56,9.86,9.9,9.8,9.8,moderate
Alum Rock,t,San Jose,San Jose,95133,Private room in home,Private room,4,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,0,5,80,8.4,8.4,9.2,8.4,8.4,8.4,flexible
Sunnyvale,t,Sunnyvale,Sunnyvale,94089,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,4,10,28,58,88,363,6,80,7.66,7.66,9.66,10,9,9,moderate
Sunnyvale,t,San Francisco,San Francisco,95014,Entire serviced apartment,Entire home/apt,2,1,1,1,Futon,718.1781305,95,20,1,0,9,39,69,344,1,100,10,10,10,10,10,10,flexible
San Jose,t,San Jose,San Jose,95128,Entire condo,Entire home/apt,4,1,2,2,Real Bed,718.1781305,150,10,2,15,7,27,57,147,28,98.6,9.92,9.72,9.92,10,9.92,9.72,strict
Saratoga,t,Saratoga,Saratoga,95070,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,20,1,0,0,0,0,174,11,100,10,10,10,10,9.82,9.64,strict
Five Wounds/Brookwood Terrace,t,San Jose,San Jose,95116,Entire home,Entire home/apt,8,1,3,5,Real Bed,718.1781305,100,10,1,0,23,53,80,259,59,94.2,9.38,9.06,9.7,9.72,9.12,9.36,moderate
Alum Rock,t,Alum Rock,Alum Rock,95116,Private room in home,Private room,1,1,1,2,Real Bed,718.1781305,150,75,4,25,24,54,84,359,7,77.2,9.72,8.86,9.42,10,9.72,9.42,strict
Five Wounds/Brookwood Terrace,t,San Jose,San Jose,95116,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,100,2,25,28,58,88,363,5,100,10,9.6,10,10,10,9.6,strict
Alum Rock,t,San Jose,San Jose,95127,Entire guesthouse,Entire home/apt,5,1,2,3,Real Bed,718.1781305,100,50,4,20,15,30,59,73,336,94.2,9.68,9.4,9.86,9.7,9.52,9.58,strict
Sunnyvale,t,San Francisco,San Francisco,95112,Entire home,Entire home/apt,8,1,4,4,Real Bed,718.1781305,100,40,2,35,0,0,1,276,4,100,10,10,10,10,9.5,9,strict
Sunnyvale,t,San Francisco,San Francisco,95112,Entire serviced apartment,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,9,39,69,344,3,100,10,10,10,10,9.34,10,flexible
Santa Clara,f,Santa Clara,Santa Clara,95051,Private room in guest suite,Private room,2,1,1,1,Real Bed,718.1781305,100,10,1,20,0,17,46,46,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Santa Clara,f,Santa Clara,Santa Clara,95051,Private room in guest suite,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,1,18,47,47,1,100,10,10,10,10,10,10,moderate
Sunnyvale,t,Sunnyvale,Sunnyvale,94085,Entire home,Entire home/apt,1,1,1,1,Real Bed,718.1781305,300,50,4,25,17,42,72,179,25,95.2,9.44,9.84,9.6,9.6,9.84,9.44,moderate
Santa Clara,t,San Jose,San Jose,95131,Shared room in home,Shared room,1,1,1,1,Real Bed,718.1781305,0,50,1,0,16,46,76,165,10,88,8.4,8.2,8.8,8.8,9.8,8.6,flexible
Santa Clara,t,Santa Clara,San Jose,95052,Entire home,Entire home/apt,10,1,3,5,Real Bed,718.1781305,100,50,1,0,13,35,55,140,76,92.6,9.34,9.14,9.94,9.76,9.6,9,strict
Palo Alto,f,Hillsborough,Hillsborough,94036,Entire townhouse,Entire home/apt,6,1,4,4,Real Bed,718.1781305,100,50,1,0,0,0,0,0,22,97.2,9.82,9.9,9.64,9.36,10,9.54,flexible
Palo Alto,t,Foster City,Foster City,94301,Entire rental unit,Entire home/apt,2,1,4,1,Real Bed,718.1781305,100,50,1,0,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,moderate
Mountain View,t,Mountain View,Mountain View,94040,Room in boutique hotel,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,15,0,0,0,42,17,77.6,8.58,7.88,8.48,7.88,8.48,8,flexible
Mountain View,t,Mountain View,Mountain View,94040,Room in boutique hotel,Private room,2,1,1,1,Real Bed,718.1781305,100,5,1,10,0,0,0,41,137,88,8.9,8.6,9.16,8.94,9.06,8.92,strict
Mountain View,t,Mountain View,Mountain View,94040,Room in boutique hotel,Private room,2,1,1,2,Real Bed,718.1781305,100,50,1,10,0,0,0,41,11,81.8,8.72,8.54,8.9,9.28,9.46,9.28,flexible
Mountain View,t,Mountain View,Mountain View,94040,Room in boutique hotel,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,15,5,5,5,50,120,79.6,8.08,8.16,9.06,8.62,9.06,8.1,strict
Palo Alto,t,Palo Alto,Scottsdale,94306,Shared room in rental unit,Shared room,1,1,1,1,Real Bed,718.1781305,100,20,1,0,0,0,0,0,6,70,7,6.34,9.34,10,10,7.66,strict
Sunnyvale,t,Sunnyvale,Sunnyvale,94087,Private room in rental unit,Private room,1,1,1,1,Real Bed,718.1781305,110,20,2,0,0,0,0,0,1,100,10,10,10,10,10,10,moderate
Cory,t,San Jose,San Jose,95112,Entire home,Entire home/apt,12,1,4,7,Real Bed,718.1781305,100,50,1,0,0,6,32,306,9,95.6,9.34,9.34,9.34,9.34,9.78,9.56,flexible
West Valley,t,Saratoga,Saratoga,95129,Entire rental unit,Entire home/apt,3,1,1,2,Real Bed,718.1781305,1000,50,1,0,0,0,18,293,2,90,8,9,9,9,8,8,strict
Alum Rock,t,Santa Clara,California,95051,Private room in bungalow,Private room,2,1,1,2,Real Bed,718.1781305,200,30,1,20,17,47,77,352,6,100,10,9.34,10,10,9.66,9.66,strict
Palo Alto,f,Palo Alto,Palo Alto,94303,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,125,4,25,0,9,18,107,15,98.6,10,9.86,10,10,10,9.74,strict
West Valley,f,San Jose,San Francisco,95128,Entire condo,Entire home/apt,4,1,1,2,Real Bed,718.1781305,100,25,1,10,24,54,78,92,78,98.4,9.9,9.88,9.9,9.9,10,9.74,moderate
South San Jose,t,San Jose,San Jose,95136,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,20,1,0,0,0,0,0,1,100,10,10,10,10,10,8,flexible
West Valley,t,San Jose,West Valley,95128,Entire loft,Entire home/apt,4,1,1,2,Real Bed,718.1781305,100,35,1,10,18,48,78,168,21,98,9.8,9.9,9.52,9.52,10,9.52,strict
Burbank/Del Monte,t,San Jose,San Jose,95126,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,150,1,0,0,0,0,274,12,98.4,9.84,9.66,10,10,10,10,strict
Palo Alto,t,Los Altos,Mountain View,94024,Entire home,Entire home/apt,8,1,3,4,Real Bed,718.1781305,100,30,1,30,0,0,0,0,5,96,9.6,9.6,8.8,9.6,9.6,10,strict
Palo Alto,t,Palo Alto,Palo Alto,94306,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,100,4,50,3,3,3,3,28,99.2,10,10,10,10,10,10,strict
Mira Mesa,t,Sunnyvale,Denver,94086,Entire home,Entire home/apt,6,1,2,4,Real Bed,718.1781305,100,50,1,0,16,42,67,342,34,97,9.82,9.7,9.94,9.64,9.82,9.52,moderate
Sunnyvale,t,San Jose,Sunnyvale,95126,Entire home,Entire home/apt,4,1,1,2,Real Bed,718.1781305,500,30,1,15,25,44,74,163,45,96.4,9.6,9.64,9.96,9.74,9.28,9.52,strict
Palo Alto,t,Palo Alto,Palo Alto,94301,Entire rental unit,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,40,4,10,9,18,47,320,63,98.4,9.88,9.72,9.96,9.9,10,9.84,strict
Cambridge,t,Mountain View,New York,94041,Entire rental unit,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,50,1,0,0,0,0,273,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Sunnyvale,t,Sunnyvale,Sunnyvale,94087,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,75,1,10,9,25,54,54,60,99.6,9.9,9.94,10,10,10,9.76,moderate
Gilroy,t,Gilroy,Gilroy,95020,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,67,33,93.4,9.28,9.04,9.52,9.88,9.82,9.52,flexible
San Jose,t,San Jose,San Jose,95133,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,25,1,0,20,50,80,80,279,97.8,9.82,9.9,9.88,9.88,9.6,9.64,flexible
Palo Alto,t,Palo Alto,Palo Alto,94301,Entire home,Entire home/apt,10,1,5,6,Real Bed,718.1781305,100,50,1,0,0,0,2,17,3,100,10,10,10,10,10,10,flexible
Sunnyvale,t,San Francisco,San Francisco,95123,Entire serviced apartment,Entire home/apt,8,1,4,4,Real Bed,718.1781305,300,20,1,10,29,59,89,364,1,60,10,6,10,6,10,8,strict
San Jose,t,San Jose,San Jose,95131,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,150,50,4,15,0,0,0,0,130,90.6,9.32,9.26,9.72,9.64,9.58,9.14,strict
Alum Rock,t,Alum Rock,Alum Rock,95116,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,400,70,2,20,24,54,84,359,4,95,10,8,10,10,10,8.5,strict
Lakewood,t,Mountain View,Mountain View,94089,Private room in rental unit,Private room,2,1,1,1,Real Bed,718.1781305,100,10,1,0,0,0,0,0,1,80,8,8,8,8,10,8,flexible
Edenvale,t,San Jose,San Jose,95123,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,21,48,73,73,120,97.6,9.86,9.96,9.88,10,9.88,9.8,flexible
Campbell,t,Campbell,Campbell,95008,Entire home,Entire home/apt,9,1,4,5,Real Bed,718.1781305,100,35,2,25,11,32,55,300,44,98.6,9.9,9.96,9.86,9.9,9.9,9.64,flexible
Sunnyvale,t,Sunnyvale,Sunnyvale,94085,Private room in townhouse,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Sunnyvale,t,San Francisco,San Francisco,95192,Entire serviced apartment,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,2,32,307,7,88.6,9.14,9.42,9.42,9.42,9.14,9.42,flexible
Santa Clara,t,San Jose,San Jose,95126,Entire home,Entire home/apt,6,1,3,3,Real Bed,718.1781305,100,25,1,25,0,24,24,105,27,99.2,10,9.86,9.92,10,9.78,9.48,moderate
Downtown,t,San Jose,Downtown,95112,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,25,2,15,2,32,61,61,35,99.4,9.94,9.94,10,10,9.78,9.82,strict
San Jose,f,San Jose,San Jose,95128,Private room in guesthouse,Private room,2,1,1,1,Real Bed,718.1781305,500,15,1,10,0,0,13,288,6,100,10,9.66,10,10,10,10,strict
Sunnyvale,t,San Francisco,San Francisco,95123,Entire serviced apartment,Entire home/apt,6,1,3,3,Real Bed,718.1781305,100,10,1,15,0,18,48,323,1,100,8,10,10,10,10,10,moderate
Santa Clara,t,Santa Clara,Santa Clara,95035,Private room in rental unit,Private room,1,1,1,1,Real Bed,718.1781305,100,30,1,10,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Burbank/Del Monte,f,San Jose,San Jose,95126,Entire home,Entire home/apt,8,1,4,4,Real Bed,718.1781305,200,30,1,0,6,20,31,116,99,97,9.82,9.7,9.96,9.84,9.62,9.66,strict
Alum Rock,t,San Jose,San Jose,95133,Private room in home,Private room,4,1,1,2,Real Bed,718.1781305,100,50,1,20,0,0,0,0,1,100,10,10,10,10,10,10,flexible
Sunnyvale,t,San Francisco,San Francisco,95014,Entire serviced apartment,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,10,1,25,10,10,29,304,2,80,8,9,9,8,8,6,moderate
Sunnyvale,t,San Francisco,San Francisco,95014,Entire serviced apartment,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,120,1,30,0,0,0,0,4,95,9.5,9.5,9.5,10,10,8,flexible
Palo Alto,t,Palo Alto,Palo Alto,94043,Entire rental unit,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,15,29,59,89,364,1,0,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Sunnyvale,t,Sunnyvale,Sunnyvale,94089,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,30,60,90,365,4,100,9.5,9,10,10,10,9.5,moderate
South San Jose,t,San Jose,San Jose,95121,Entire home,Entire home/apt,16,1,5,8,Real Bed,718.1781305,100,50,1,0,9,29,52,305,141,89,9.02,8.52,9.54,9.36,9.52,8.98,flexible
Cambrian,t,San Jose,San Jose,95124,Entire rental unit,Entire home/apt,5,1,2,3,Real Bed,718.1781305,100,50,1,0,18,48,78,353,22,94.6,9.46,9.72,9.9,9.9,9.1,9,flexible
Cambrian/Pioneer,t,San Jose,San Jose,95124,Entire guesthouse,Entire home/apt,3,1,1,2,Real Bed,718.1781305,100,10,1,0,0,0,0,105,23,100,9.92,10,10,10,10,10,moderate
West Valley,f,San Jose,West Valley,95130,Entire rental unit,Entire home/apt,3,1,1,2,Real Bed,718.1781305,500,130,2,25,12,30,60,239,15,97.4,10,9.74,10,9.86,9.86,9.6,moderate
